Rk,Date,Team,H/A,Opponent,Result,Win/Loss,Team Points,Opponent Points,Passing_Cmp,Passing_Att,Passing_Pct,Passing_Yds,Passing_TD,Rushing_Att,Rushing_Yds,Rushing_Avg,Rushing_TD,Total Offense_Plays,Total Offense_Yds,Total Offense_Avg,First Downs_Pass,First Downs_Rush,First Downs_Pen,First Downs_Tot,Penalties_No.,Penalties_Yds,Turnovers_Fum,Turnovers_Int,Turnovers_Tot,Season,Custom,WINS,Losses
7,10/22/2016 0:00,Kansas State,Home,Texas,W (24-21),W,24,21,20,27,74.1,171,1,49,240,4.9,2,76,411,5.4,4,18,5,27,8,75,2,1,3,2016,Big 12,1,0
8,10/29/2016 0:00,Kansas State,Away,Iowa State,W (31-26),W,31,26,18,28,64.3,151,1,43,247,5.7,3,71,398,5.6,11,14,2,27,4,35,0,0,0,2016,Big 12,1,0
9,11/5/2016 0:00,Kansas State,Home,Oklahoma State,L (37-43),L,37,43,12,18,66.7,87,0,56,345,6.2,4,74,432,5.8,5,16,3,24,4,31,0,1,1,2016,Big 12,0,1
10,11/19/2016 0:00,Kansas State,Away,Baylor,W (42-21),W,42,21,16,25,64,177,0,51,237,4.6,6,76,414,5.4,9,14,2,25,8,85,2,0,2,2016,Big 12,1,0
11,11/26/2016 0:00,Kansas State,Home,Kansas,W (34-19),W,34,19,6,11,54.5,99,0,58,342,5.9,4,69,441,6.4,4,17,4,25,5,60,1,0,1,2016,Big 12,1,0
12,12/3/2016 0:00,Kansas State,Away,TCU,W (30-6),W,30,6,9,21,42.9,159,1,51,336,6.6,3,72,495,6.9,6,15,0,21,6,61,1,0,1,2016,Big 12,1,0
13,12/28/2016 0:00,Kansas State,N,Texas A&M*,W (33-28),W,33,28,14,20,70,195,1,41,218,5.3,3,61,413,6.8,6,9,2,17,12,80,0,0,0,2016,,1,0
1,9/2/2017 0:00,Kansas State,Home,Central Arkansas,W (55-19),W,55,19,10,16,62.5,333,4,31,186,6,2,47,519,11,8,8,0,16,6,58,0,0,0,2017,,1,0
2,9/9/2017 0:00,Kansas State,Home,Charlotte,W (55-7),W,55,7,17,23,73.9,189,0,51,304,6,5,74,493,6.7,12,15,1,28,5,44,0,0,0,2017,,1,0
3,9/16/2017 0:00,Kansas State,Away,Vanderbilt,L (7-14),L,7,14,10,28,35.7,76,0,35,201,5.7,1,63,277,4.4,3,10,0,13,7,68,0,2,2,2017,,0,1
4,9/30/2017 0:00,Kansas State,Home,Baylor,W (33-20),W,33,20,7,17,41.2,119,1,43,225,5.2,2,60,344,5.7,6,13,0,19,6,45,1,0,1,2017,Big 12,1,0
5,10/7/2017 0:00,Kansas State,Away,Texas,L (34-40),L,34,40,14,23,60.9,254,2,39,140,3.6,2,62,394,6.4,8,7,1,16,7,70,0,1,1,2017,Big 12,0,1
6,10/14/2017 0:00,Kansas State,Home,TCU,L (6-26),L,6,26,11,30,36.7,146,0,29,70,2.4,0,59,216,3.7,6,3,1,10,5,38,1,0,1,2017,Big 12,0,1
7,10/21/2017 0:00,Kansas State,Home,Oklahoma,L (35-42),L,35,42,12,14,85.7,144,1,42,268,6.4,4,56,412,7.4,4,13,1,18,2,25,1,1,2,2017,Big 12,0,1
8,10/28/2017 0:00,Kansas State,Away,Kansas,W (30-20),W,30,20,8,13,61.5,138,0,43,202,4.7,2,56,340,6.1,4,11,0,15,6,35,1,0,1,2017,Big 12,1,0
9,11/4/2017 0:00,Kansas State,Away,Texas Tech,W (42-35),W,42,35,18,28,64.3,263,2,36,145,4,2,64,408,6.4,14,6,4,24,6,46,0,1,1,2017,Big 12,1,0
10,11/11/2017 0:00,Kansas State,Home,West Virginia,L (23-28),L,23,28,13,26,50,159,0,42,173,4.1,2,68,332,4.9,6,7,1,14,5,61,0,2,2,2017,Big 12,0,1
11,11/18/2017 0:00,Kansas State,Away,Oklahoma State,W (45-40),W,45,40,10,13,76.9,204,3,49,217,4.4,2,62,421,6.8,7,10,1,18,6,41,1,0,1,2017,Big 12,1,0
12,11/25/2017 0:00,Kansas State,Home,Iowa State,W (20-19),W,20,19,16,22,72.7,155,2,30,109,3.6,1,52,264,5.1,7,4,1,12,4,45,0,0,0,2017,Big 12,1,0
13,12/26/2017 0:00,Kansas State,Away,UCLA*,W (35-17),W,35,17,10,17,58.8,79,1,49,344,7,4,66,423,6.4,4,14,3,21,2,20,0,1,1,2017,,1,0
1,9/1/2018 0:00,Kansas State,Home,South Dakota,W (27-24),W,27,24,13,28,46.4,152,1,47,256,5.4,0,75,408,5.4,8,10,1,19,13,129,2,2,4,2018,,1,0
2,9/8/2018 0:00,Kansas State,Home,Mississippi State,L (10-31),L,10,31,9,21,42.9,100,1,35,113,3.2,0,56,213,3.8,5,7,3,15,2,15,0,1,1,2018,,0,1
3,9/15/2018 0:00,Kansas State,Home,UTSA,W (41-17),W,41,17,14,19,73.7,285,3,44,164,3.7,2,63,449,7.1,11,8,1,20,4,41,2,0,2,2018,,1,0
4,9/22/2018 0:00,Kansas State,Away,West Virginia,L (6-35),L,6,35,18,29,62.1,227,0,36,91,2.5,0,65,318,4.9,9,7,1,17,8,69,1,0,1,2018,Big 12,0,1
5,9/29/2018 0:00,Kansas State,Home,Texas,L (14-19),L,14,19,11,25,44,110,0,39,107,2.7,2,64,217,3.4,6,7,4,17,0,0,0,0,0,2018,Big 12,0,1
6,10/6/2018 0:00,Kansas State,Away,Baylor,L (34-37),L,34,37,15,26,57.7,149,1,35,319,9.1,4,61,468,7.7,5,15,0,20,6,55,1,2,3,2018,Big 12,0,1
7,10/13/2018 0:00,Kansas State,Home,Oklahoma State,W (31-12),W,31,12,11,22,50,130,0,55,291,5.3,4,77,421,5.5,7,13,3,23,4,40,0,0,0,2018,Big 12,1,0
8,10/27/2018 0:00,Kansas State,Away,Oklahoma,L (14-51),L,14,51,13,21,61.9,108,0,32,137,4.3,2,53,245,4.6,5,6,2,13,4,50,1,0,1,2018,Big 12,0,1
9,11/3/2018 0:00,Kansas State,Away,TCU,L (13-14),L,13,14,16,28,57.1,162,1,47,139,3,1,75,301,4,8,11,2,21,2,3,2,1,3,2018,Big 12,0,1
10,11/10/2018 0:00,Kansas State,Home,Kansas,W (21-17),W,21,17,11,18,61.1,126,0,40,175,4.4,3,58,301,5.2,7,8,2,17,7,55,0,0,0,2018,Big 12,1,0
11,11/17/2018 0:00,Kansas State,Home,Texas Tech,W (21-6),W,21,6,17,26,65.4,213,1,50,154,3.1,0,76,367,4.8,11,9,2,22,2,20,0,1,1,2018,Big 12,1,0
12,11/24/2018 0:00,Kansas State,Away,Iowa State,L (38-42),L,38,42,18,27,66.7,183,3,47,245,5.2,2,74,428,5.8,5,15,1,21,7,61,1,0,1,2018,Big 12,0,1
1,8/31/2019 0:00,Kansas State,Home,Nicholls State,W (49-14),W,49,14,16,22,72.7,212,1,58,361,6.2,5,80,573,7.2,11,21,1,33,2,20,0,0,0,2019,,1,0
2,9/7/2019 0:00,Kansas State,Home,Bowling Green State,W (52-0),W,52,0,14,19,73.7,188,2,58,333,5.7,5,77,521,6.8,12,11,2,25,4,35,1,0,1,2019,,1,0
3,9/14/2019 0:00,Kansas State,Away,Mississippi State,W (31-24),W,31,24,10,18,55.6,123,1,35,146,4.2,2,53,269,5.1,7,8,2,17,7,59,3,0,3,2019,,1,0
4,9/28/2019 0:00,Kansas State,Away,Oklahoma State,L (13-26),L,13,26,11,23,47.8,118,0,31,128,4.1,1,54,246,4.6,3,4,1,8,8,65,1,0,1,2019,Big 12,0,1
5,10/5/2019 0:00,Kansas State,Home,Baylor,L (12-31),L,12,31,22,34,64.7,218,1,40,123,3.1,0,74,341,4.6,14,5,2,21,5,35,1,1,2,2019,Big 12,0,1
6,10/19/2019 0:00,Kansas State,Home,TCU,W (24-17),W,24,17,11,23,47.8,172,2,29,112,3.9,1,52,284,5.5,7,5,2,14,8,79,0,0,0,2019,Big 12,1,0
7,10/26/2019 0:00,Kansas State,Home,Oklahoma,W (48-41),W,48,41,18,28,64.3,213,0,45,213,4.7,6,73,426,5.8,12,10,2,24,4,36,0,0,0,2019,Big 12,1,0
8,11/2/2019 0:00,Kansas State,Away,Kansas,W (38-10),W,38,10,9,16,56.3,129,0,60,342,5.7,5,76,471,6.2,5,17,1,23,11,113,0,0,0,2019,Big 12,1,0
9,11/9/2019 0:00,Kansas State,Away,Texas,L (24-27),L,24,27,17,27,63,253,2,26,51,2,0,53,304,5.7,12,3,2,17,2,20,1,0,1,2019,Big 12,0,1
10,11/16/2019 0:00,Kansas State,Home,West Virginia,L (20-24),L,20,24,24,39,61.5,299,1,38,122,3.2,1,77,421,5.5,14,8,1,23,7,72,0,2,2,2019,Big 12,0,1
11,11/23/2019 0:00,Kansas State,Away,Texas Tech,W (30-27),W,30,27,14,28,50,246,2,37,126,3.4,0,65,372,5.7,11,6,4,21,9,72,0,1,1,2019,Big 12,1,0
12,11/30/2019 0:00,Kansas State,Home,Iowa State,W (27-17),W,27,17,5,12,41.7,57,0,49,231,4.7,2,61,288,4.7,3,14,1,18,5,33,1,1,2,2019,Big 12,1,0
13,12/31/2019 0:00,Kansas State,N,Navy*,L (17-20),L,17,20,10,14,71.4,124,0,27,46,1.7,1,41,170,4.1,5,5,0,10,5,40,1,0,1,2019,,0,1
1,9/12/2020 0:00,Kansas State,Home,Arkansas State,L (31-35),L,31,35,18,30,60,283,2,39,91,2.3,2,69,374,5.4,12,6,3,21,8,85,0,0,0,2020,,0,1
2,9/26/2020 0:00,Kansas State,Away,Oklahoma,W (38-35),W,38,35,18,25,72,334,1,25,58,2.3,4,50,392,7.8,6,3,1,10,13,108,0,0,0,2020,Big 12,1,0
3,10/3/2020 0:00,Kansas State,Home,Texas Tech,W (31-21),W,31,21,12,22,54.5,206,2,42,198,4.7,2,64,404,6.3,7,11,2,20,4,35,0,0,0,2020,Big 12,1,0
4,10/10/2020 0:00,Kansas State,Away,TCU,W (21-14),W,21,14,8,19,42.1,117,0,38,172,4.5,1,57,289,5.1,4,6,2,12,4,45,0,1,1,2020,Big 12,1,0
5,10/24/2020 0:00,Kansas State,Home,Kansas,W (55-14),W,55,14,18,28,64.3,252,2,33,129,3.9,2,61,381,6.2,10,6,1,17,10,81,1,0,1,2020,Big 12,1,0
6,10/31/2020 0:00,Kansas State,Away,West Virginia,L (10-37),L,10,37,19,37,51.4,184,1,23,41,1.8,0,60,225,3.8,9,3,1,13,5,28,0,3,3,2020,Big 12,0,1
7,11/7/2020 0:00,Kansas State,Home,Oklahoma State,L (18-20),L,18,20,10,22,45.5,143,1,44,227,5.2,1,66,370,5.6,5,9,1,15,6,50,1,1,2,2020,Big 12,0,1
8,11/21/2020 0:00,Kansas State,Away,Iowa State,L (0-45),L,0,45,9,19,47.4,76,0,28,73,2.6,0,47,149,3.2,3,5,1,9,4,20,2,1,3,2020,Big 12,0,1
9,11/28/2020 0:00,Kansas State,Away,Baylor,L (31-32),L,31,32,9,18,50,88,1,35,256,7.3,3,53,344,6.5,2,10,2,14,7,76,0,2,2,2020,Big 12,0,1
10,12/5/2020 0:00,Kansas State,Home,Texas,L (31-69),L,31,69,16,27,59.3,174,2,46,274,6,2,73,448,6.1,9,13,2,24,3,21,1,2,3,2020,Big 12,0,1
1,9/4/2021 0:00,Kansas State,N,Stanford,W (24-7),W,24,7,9,14,64.3,144,0,32,200,6.3,3,46,344,7.5,5,8,2,15,9,80,0,1,1,2021,,1,0
2,9/11/2021 0:00,Kansas State,Home,Southern Illinois,W (31-23),W,31,23,11,21,52.4,172,0,49,208,4.2,4,70,380,5.4,7,17,0,24,5,40,2,2,4,2021,,1,0
3,9/18/2021 0:00,Kansas State,Home,Nevada,W (38-17),W,38,17,9,13,69.2,129,1,48,269,5.6,3,61,398,6.5,6,15,1,22,6,45,0,0,0,2021,,1,0
4,9/25/2021 0:00,Kansas State,Away,Oklahoma State,L (20-31),L,20,31,14,31,45.2,198,1,25,62,2.5,0,56,260,4.6,8,4,1,13,4,41,1,1,2,2021,Big 12,0,1
5,10/2/2021 0:00,Kansas State,Home,Oklahoma,L (31-37),L,31,37,29,41,70.7,320,3,27,100,3.7,0,68,420,6.2,12,9,1,22,7,50,1,0,1,2021,Big 12,0,1
6,10/16/2021 0:00,Kansas State,Home,Iowa State,L (20-33),L,20,33,15,23,65.2,206,2,33,136,4.1,1,56,342,6.1,12,8,1,21,4,15,0,1,1,2021,Big 12,0,1
7,10/23/2021 0:00,Kansas State,Away,Texas Tech,W (25-24),W,25,24,24,30,80,296,1,28,71,2.5,2,58,367,6.3,10,6,1,17,12,93,2,0,2,2021,Big 12,1,0
8,10/30/2021 0:00,Kansas State,Home,TCU,W (31-12),W,31,12,13,21,61.9,242,1,34,146,4.3,3,55,388,7.1,9,6,1,16,4,46,0,1,1,2021,Big 12,1,0
9,11/6/2021 0:00,Kansas State,Away,Kansas,W (35-10),W,35,10,21,27,77.8,262,1,30,242,8.1,4,57,504,8.8,9,11,2,22,8,65,0,0,0,2021,Big 12,1,0
10,11/13/2021 0:00,Kansas State,Home,West Virginia,W (34-17),W,34,17,14,19,73.7,138,1,39,163,4.2,2,58,301,5.2,6,8,1,15,1,10,0,0,0,2021,Big 12,1,0
11,11/20/2021 0:00,Kansas State,Home,Baylor,L (10-20),L,10,20,15,30,50,158,0,21,105,5,1,51,263,5.2,6,4,2,12,2,17,1,1,2,2021,Big 12,0,1
12,11/26/2021 0:00,Kansas State,Away,Texas,L (17-22),L,17,22,9,13,69.2,65,0,35,228,6.5,2,48,293,6.1,5,8,0,13,1,14,0,0,0,2021,Big 12,0,1
13,1/4/2022 0:00,Kansas State,N,Louisiana State*,W (42-20),W,42,20,21,28,75,259,3,34,183,5.4,3,62,442,7.1,13,8,1,22,7,75,0,0,0,2022,,1,0
1,9/3/2022 0:00,Kansas State,Home,South Dakota,W (34-0),W,34,0,15,19,78.9,95,0,45,297,6.6,4,64,392,6.1,3,15,1,19,4,34,0,0,0,2022,,1,0
2,9/10/2022 0:00,Kansas State,Home,Missouri,W (40-12),W,40,12,9,20,45,101,0,43,235,5.5,4,63,336,5.3,5,12,1,18,8,68,1,0,1,2022,,1,0
3,9/17/2022 0:00,Kansas State,Home,Tulane,L (10-17),L,10,17,21,31,67.7,150,1,42,186,4.4,0,73,336,4.6,7,8,0,15,5,23,0,0,0,2022,,0,1
4,9/24/2022 0:00,Kansas State,Away,Oklahoma,W (41-34),W,41,34,21,34,61.8,234,1,49,275,5.6,4,83,509,6.1,10,15,3,28,6,37,0,0,0,2022,Big 12,1,0
5,10/1/2022 0:00,Kansas State,Home,Texas Tech,W (37-28),W,37,28,12,19,63.2,116,1,39,343,8.8,3,58,459,7.9,6,9,0,15,5,47,1,0,1,2022,Big 12,1,0
6,10/8/2022 0:00,Kansas State,Away,Iowa State,W (10-9),W,10,9,13,20,65,257,1,38,131,3.4,0,58,388,6.7,8,7,1,16,3,25,1,0,1,2022,Big 12,1,0
7,10/22/2022 0:00,Kansas State,Away,TCU,L (28-38),L,28,38,14,23,60.9,232,2,30,158,5.3,2,53,390,7.4,9,6,0,15,4,35,0,2,2,2022,Big 12,0,1
8,10/29/2022 0:00,Kansas State,Home,Oklahoma State,W (48-0),W,48,0,21,37,56.8,296,4,37,199,5.4,2,74,495,6.7,12,8,1,21,7,60,0,0,0,2022,Big 12,1,0
9,11/5/2022 0:00,Kansas State,Home,Texas,L (27-34),L,27,34,24,36,66.7,329,2,35,139,4,1,71,468,6.6,14,9,2,25,9,85,1,1,2,2022,Big 12,0,1
10,11/12/2022 0:00,Kansas State,Away,Baylor,W (31-3),W,31,3,26,35,74.3,221,3,44,184,4.2,1,79,405,5.1,16,11,3,30,4,23,0,0,0,2022,Big 12,1,0
11,11/19/2022 0:00,Kansas State,Away,West Virginia,W (48-31),W,48,31,19,27,70.4,294,2,42,143,3.4,3,69,437,6.3,11,9,1,21,3,30,0,1,1,2022,Big 12,1,0
12,11/26/2022 0:00,Kansas State,Home,Kansas,W (47-27),W,47,27,11,21,52.4,213,2,42,230,5.5,4,63,443,7,8,10,2,20,6,54,1,0,1,2022,Big 12,1,0
13,12/3/2022 0:00,Kansas State,N,TCU,W (31-28),W,31,28,18,32,56.3,199,2,44,205,4.7,2,76,404,5.3,11,9,0,20,4,40,1,0,1,2022,Big 12,1,0
14,12/31/2022 0:00,Kansas State,N,Alabama*,L (20-45),L,20,45,18,35,51.4,210,0,39,191,4.9,2,74,401,5.4,12,5,1,18,6,40,0,2,2,2022,,0,1
1,9/1/2012 0:00,West Virginia,Home,Marshall,W (69-34),W,69,34,34,39,87.2,324,5,35,331,9.5,4,74,655,8.9,16,13,2,31,5,39,0,1,1,2012,,1,0
2,9/15/2012 0:00,West Virginia,N,James Madison,W (42-12),W,42,12,38,48,79.2,448,5,26,121,4.7,1,74,569,7.7,20,8,0,28,3,25,0,0,0,2012,,1,0
3,9/22/2012 0:00,West Virginia,Home,Maryland,W (31-21),W,31,21,30,43,69.8,338,3,25,25,1,0,68,363,5.3,16,2,1,19,6,59,0,0,0,2012,,1,0
4,9/29/2012 0:00,West Virginia,Home,Baylor,W (70-63),W,70,63,45,51,88.2,656,8,37,151,4.1,2,88,807,9.2,22,10,1,33,6,78,0,0,0,2012,Big 12,1,0
5,10/6/2012 0:00,West Virginia,Away,Texas,W (48-45),W,48,45,25,35,71.4,268,4,42,192,4.6,2,77,460,6,15,10,1,26,5,47,2,0,2,2012,Big 12,1,0
6,10/13/2012 0:00,West Virginia,Away,Texas Tech,L (14-49),L,14,49,30,56,53.6,278,1,35,130,3.7,1,91,408,4.5,14,10,1,25,2,10,0,0,0,2012,Big 12,0,1
7,10/20/2012 0:00,West Virginia,Home,Kansas State,L (14-55),L,14,55,23,35,65.7,155,1,27,88,3.3,0,62,243,3.9,9,6,3,18,4,29,0,2,2,2012,Big 12,0,1
8,11/3/2012 0:00,West Virginia,Home,TCU,L (38-39),L,38,39,32,55,58.2,260,3,35,78,2.2,1,90,338,3.8,11,8,2,21,4,45,1,1,2,2012,Big 12,0,1
9,11/10/2012 0:00,West Virginia,Away,Oklahoma State,L (34-55),L,34,55,37,56,66.1,401,3,35,78,2.2,1,91,479,5.3,19,5,2,26,7,46,2,0,2,2012,Big 12,0,1
10,11/17/2012 0:00,West Virginia,Home,Oklahoma,L (49-50),L,49,50,20,35,57.1,320,4,47,458,9.7,3,82,778,9.5,14,14,4,32,5,34,0,2,2,2012,Big 12,0,1
11,11/23/2012 0:00,West Virginia,Away,Iowa State,W (31-24),W,31,24,22,31,71,236,2,41,239,5.8,1,72,475,6.6,10,14,0,24,11,107,0,0,0,2012,Big 12,1,0
12,12/1/2012 0:00,West Virginia,Home,Kansas,W (59-10),W,59,10,23,25,92,407,3,46,240,5.2,5,71,647,9.1,17,12,3,32,3,30,0,1,1,2012,Big 12,1,0
13,12/29/2012 0:00,West Virginia,N,Syracuse*,L (14-38),L,14,38,19,28,67.9,201,2,30,103,3.4,0,58,304,5.2,5,7,3,15,11,116,1,0,1,2012,,0,1
1,8/31/2013 0:00,West Virginia,Home,William & Mary,W (24-17),W,24,17,19,27,70.4,237,1,44,172,3.9,2,71,409,5.8,12,11,1,24,5,50,1,0,1,2013,,1,0
2,9/7/2013 0:00,West Virginia,Away,Oklahoma,L (7-16),L,7,16,21,41,51.2,218,0,24,169,7,1,65,387,6,11,6,2,19,8,66,3,1,4,2013,Big 12,0,1
3,9/14/2013 0:00,West Virginia,Home,Georgia State,W (41-7),W,41,7,25,41,61,359,3,42,245,5.8,2,83,604,7.3,19,11,0,30,4,48,0,1,1,2013,,1,0
4,9/21/2013 0:00,West Virginia,N,Maryland,L (0-37),L,0,37,11,22,50,62,0,25,113,4.5,0,47,175,3.7,2,4,0,6,7,59,4,2,6,2013,,0,1
5,9/28/2013 0:00,West Virginia,Home,Oklahoma State,W (30-21),W,30,21,25,51,49,320,1,39,68,1.7,1,90,388,4.3,14,2,5,21,6,39,0,2,2,2013,Big 12,1,0
6,10/5/2013 0:00,West Virginia,Away,Baylor,L (42-73),L,42,73,17,41,41.5,276,3,34,118,3.5,1,75,394,5.3,9,7,5,21,6,76,0,1,1,2013,Big 12,0,1
7,10/19/2013 0:00,West Virginia,Home,Texas Tech,L (27-37),L,27,37,27,43,62.8,254,1,39,183,4.7,2,82,437,5.3,13,6,4,23,5,50,1,0,1,2013,Big 12,0,1
8,10/26/2013 0:00,West Virginia,Away,Kansas State,L (12-35),L,12,35,19,41,46.3,264,0,29,103,3.6,1,70,367,5.2,13,4,1,18,3,25,2,1,3,2013,Big 12,0,1
9,11/2/2013 0:00,West Virginia,Away,TCU,W (30-27),W,30,27,25,41,61,267,2,36,148,4.1,1,77,415,5.4,14,6,4,24,4,50,0,2,2,2013,Big 12,1,0
10,11/9/2013 0:00,West Virginia,Home,Texas,L (40-47),L,40,47,18,36,50,290,1,47,109,2.3,4,83,399,4.8,10,10,1,21,3,33,3,2,5,2013,Big 12,0,1
11,11/16/2013 0:00,West Virginia,Away,Kansas,L (19-31),L,19,31,23,42,54.8,242,2,32,144,4.5,1,74,386,5.2,13,4,3,20,6,47,0,2,2,2013,Big 12,0,1
12,11/30/2013 0:00,West Virginia,Home,Iowa State,L (44-52),L,44,52,21,38,55.3,356,2,36,212,5.9,2,74,568,7.7,12,6,1,19,6,45,2,2,4,2013,Big 12,0,1
1,8/30/2014 0:00,West Virginia,N,Alabama,L (23-33),L,23,33,29,45,64.4,365,1,24,28,1.2,0,69,393,5.7,17,5,0,22,6,55,0,0,0,2014,,0,1
2,9/6/2014 0:00,West Virginia,Home,Towson,W (54-0),W,54,0,38,44,86.4,355,2,52,251,4.8,5,96,606,6.3,18,14,1,33,3,35,1,0,1,2014,,1,0
3,9/13/2014 0:00,West Virginia,Away,Maryland,W (40-37),W,40,37,37,49,75.5,511,4,59,183,3.1,1,108,694,6.4,18,13,2,33,4,40,3,1,4,2014,,1,0
4,9/20/2014 0:00,West Virginia,Home,Oklahoma,L (33-45),L,33,45,25,41,61,376,2,40,137,3.4,2,81,513,6.3,14,9,3,26,5,55,1,2,3,2014,Big 12,0,1
5,10/4/2014 0:00,West Virginia,Home,Kansas,W (33-14),W,33,14,20,37,54.1,302,1,42,255,6.1,1,79,557,7.1,11,9,5,25,5,45,2,1,3,2014,Big 12,1,0
6,10/11/2014 0:00,West Virginia,Away,Texas Tech,W (37-34),W,37,34,28,44,63.6,301,2,50,249,5,2,94,550,5.9,14,11,4,29,7,63,1,0,1,2014,Big 12,1,0
7,10/18/2014 0:00,West Virginia,Home,Baylor,W (41-27),W,41,27,23,35,65.7,322,3,50,134,2.7,2,85,456,5.4,13,10,10,33,14,138,2,1,3,2014,Big 12,1,0
8,10/25/2014 0:00,West Virginia,Away,Oklahoma State,W (34-10),W,34,10,21,30,70,238,2,44,210,4.8,1,74,448,6.1,9,11,2,22,7,57,0,0,0,2014,Big 12,1,0
9,11/1/2014 0:00,West Virginia,Home,TCU,L (30-31),L,30,31,15,26,57.7,162,1,54,195,3.6,1,80,357,4.5,8,9,0,17,6,40,3,2,5,2014,Big 12,0,1
10,11/8/2014 0:00,West Virginia,Away,Texas,L (16-33),L,16,33,36,49,73.5,248,0,41,200,4.9,2,90,448,5,13,10,1,24,8,57,1,1,2,2014,Big 12,0,1
11,11/20/2014 0:00,West Virginia,Home,Kansas State,L (20-26),L,20,26,27,48,56.3,310,2,37,123,3.3,0,85,433,5.1,14,9,4,27,8,77,2,2,4,2014,Big 12,0,1
12,11/29/2014 0:00,West Virginia,Away,Iowa State,W (37-24),W,37,24,21,41,51.2,285,3,38,285,7.5,1,79,570,7.2,15,9,1,25,5,50,2,0,2,2014,Big 12,1,0
13,12/29/2014 0:00,West Virginia,N,Texas A&M*,L (37-45),L,37,45,20,45,44.4,346,3,32,126,3.9,0,77,472,6.1,11,6,4,21,7,45,1,0,1,2014,,0,1
1,9/5/2015 0:00,West Virginia,Home,Georgia Southern,W (44-0),W,44,0,16,26,61.5,359,2,40,185,4.6,3,66,544,8.2,11,10,0,21,5,37,0,0,0,2015,,1,0
2,9/12/2015 0:00,West Virginia,Home,Liberty,W (41-17),W,41,17,27,32,84.4,313,3,45,172,3.8,2,77,485,6.3,15,9,1,25,6,58,0,0,0,2015,,1,0
3,9/26/2015 0:00,West Virginia,Home,Maryland,W (45-6),W,45,6,23,37,62.2,297,4,59,304,5.2,2,96,601,6.3,16,15,6,37,10,124,1,1,2,2015,,1,0
4,10/3/2015 0:00,West Virginia,Away,Oklahoma,L (24-44),L,24,44,17,32,53.1,173,1,54,196,3.6,2,86,369,4.3,9,10,8,27,11,111,2,3,5,2015,Big 12,0,1
5,10/10/2015 0:00,West Virginia,Home,Oklahoma State,L (26-33),L,26,33,18,37,48.6,188,1,61,255,4.2,2,98,443,4.5,9,14,3,26,11,107,3,1,4,2015,Big 12,0,1
6,10/17/2015 0:00,West Virginia,Away,Baylor,L (38-62),L,38,62,18,39,46.2,289,4,44,182,4.1,0,83,471,5.7,8,9,5,22,8,80,0,1,1,2015,Big 12,0,1
7,10/29/2015 0:00,West Virginia,Away,TCU,L (10-40),L,10,40,16,39,41,160,1,37,167,4.5,0,76,327,4.3,7,10,4,21,9,114,0,1,1,2015,Big 12,0,1
8,11/7/2015 0:00,West Virginia,Home,Texas Tech,W (31-26),W,31,26,12,24,50,149,0,57,300,5.3,4,81,449,5.5,7,17,4,28,4,40,0,2,2,2015,Big 12,1,0
9,11/14/2015 0:00,West Virginia,Home,Texas,W (38-20),W,38,20,10,12,83.3,122,2,51,257,5,2,63,379,6,6,12,0,18,5,48,0,1,1,2015,Big 12,1,0
10,11/21/2015 0:00,West Virginia,Away,Kansas,W (49-0),W,49,0,16,32,50,204,1,55,426,7.7,5,87,630,7.2,11,18,1,30,5,52,0,2,2,2015,Big 12,1,0
11,11/28/2015 0:00,West Virginia,Home,Iowa State,W (30-6),W,30,6,12,26,46.2,202,1,45,213,4.7,2,71,415,5.8,6,13,0,19,5,45,0,1,1,2015,Big 12,1,0
12,12/5/2015 0:00,West Virginia,Away,Kansas State,L (23-24),L,23,24,19,42,45.2,281,1,42,166,4,1,84,447,5.3,14,8,0,22,3,40,1,0,1,2015,Big 12,0,1
13,1/2/2016 0:00,West Virginia,N,Arizona State*,W (43-42),W,43,42,28,51,54.9,532,5,33,144,4.4,0,84,676,8,20,8,1,29,5,54,0,2,2,2016,,1,0
1,9/3/2016 0:00,West Virginia,Home,Missouri,W (26-11),W,26,11,23,37,62.2,253,0,48,241,5,2,85,494,5.8,13,9,2,24,4,45,1,2,3,2016,,1,0
2,9/10/2016 0:00,West Virginia,Home,Youngstown State,W (38-21),W,38,21,20,33,60.6,389,5,46,235,5.1,0,79,624,7.9,16,11,3,30,6,49,0,1,1,2016,,1,0
3,9/24/2016 0:00,West Virginia,N,Brigham Young,W (35-32),W,35,32,31,40,77.5,332,1,35,149,4.3,3,75,481,6.4,17,7,2,26,4,38,1,1,2,2016,,1,0
4,10/1/2016 0:00,West Virginia,Home,Kansas State,W (17-16),W,17,16,24,41,58.5,298,1,35,124,3.5,1,76,422,5.6,15,6,0,21,6,60,1,1,2,2016,Big 12,1,0
5,10/15/2016 0:00,West Virginia,Away,Texas Tech,W (48-17),W,48,17,21,31,67.7,318,1,46,332,7.2,5,77,650,8.4,12,15,1,28,9,95,0,0,0,2016,Big 12,1,0
6,10/22/2016 0:00,West Virginia,Home,TCU,W (34-10),W,34,10,16,23,69.6,231,4,48,158,3.3,0,71,389,5.5,12,11,2,25,7,45,0,0,0,2016,Big 12,1,0
7,10/29/2016 0:00,West Virginia,Away,Oklahoma State,L (20-37),L,20,37,24,39,61.5,212,1,41,209,5.1,1,80,421,5.3,14,12,1,27,6,46,1,2,3,2016,Big 12,0,1
